Teller,Lijsten,LijstIDs,LijstID,MainID,VraagID,Hierarchy,Recur,L_Inactief,V_Inactief,L_Herhaalbaar,V_Herhaalbaar,VTrigger,TreelayID,isTriggered,CHILDID,ONZZANTW,TYPE,STELLING,METADATA,KORTEOMS,STATOMSCHR,PROTOCOL,CONTROLID,NAAM,KEUZELIJST,CATEGORIE,VERVALLEN,BVT_TRIGG,BRON_PROTOCOL,BRON_REFER_PROTOCOL,VERSIE_PROTOCOL,DEFINITIE_PROTOCOL,VRIJE_CODE_PROTOCOL,LSTOBJPD,BEREKENING,HERHAALBAA,BVT_WIZAC,I_LijstID,ValidFrom_UTC_x,ValidTo_UTC_x
185,JAMAR (ouder)(S);,1000007613,1000007613,1000007613,1000028502,20000759632000075950200008640420000759511000028502,4,0,1,0,0,,2000075951,100002850010000356601000028501,1000028502,0,V,Ander school-gerelateerd probleem,NULL,Ander school-gerelateerd probleem,Ander school-gerelateerd probleem,,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,1,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
292,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028503,2000075964200007603320000760341000028503,3,0,0,0,0,,2000076034,,1000028503,0,V,"1. Moeite gehad met zijn/haar verzorging, bv eten, aankleden, wassen",NULL,"1. Moeite gehad met zijn/haar verzorging, bv eten, aankleden, wassen","1. Moeite gehad met zijn/haar verzorging, bv eten, aankleden, wassen",,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
293,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028504,2000075964200007603320000760351000028504,3,0,0,0,0,,2000076035,,1000028504,0,V,2. Moeite gehad bij het traplopen of bij een kwartiertje wandelen,NULL,2. Moeite gehad bij het traplopen of bij een kwartiertje wandelen,2. Moeite gehad bij het traplopen of bij een kwartiertje wandelen,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
294,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028505,2000075964200007603320000760361000028505,3,0,0,0,0,,2000076036,,1000028505,0,V,"3. Moeite gehad bij activiteiten die veel energie kosten, bv rennen, voetballen, dansen e.d.",NULL,"3. Moeite gehad bij activiteiten die veel energie kosten, bv rennen, voetballen, dansen e.d.","3. Moeite gehad bij activiteiten die veel energie kosten, bv rennen, voetballen, dansen e.d.",,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
295,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028506,2000075964200007603320000760371000028506,3,0,0,0,0,,2000076037,,1000028506,0,V,4. Moeite gehad bij schoolactiviteiten of spelen met vriendjes,NULL,4. Moeite gehad bij schoolactiviteiten of spelen met vriendjes,4. Moeite gehad bij schoolactiviteiten of spelen met vriendjes,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
296,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028507,2000075964200007603320000760381000028507,3,0,0,0,0,,2000076038,,1000028507,0,V,5. Pijn gehad,NULL,5. Pijn gehad,5. Pijn gehad,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
297,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028508,2000075964200007603320000760391000028508,3,0,0,0,0,,2000076039,,1000028508,0,V,6. Verdrietig of depressief geleken,NULL,6. Verdrietig of depressief geleken,6. Verdrietig of depressief geleken,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
298,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028509,2000075964200007603320000760401000028509,3,0,0,0,0,,2000076040,,1000028509,0,V,7. Nerveus of angstig geleken,NULL,7. Nerveus of angstig geleken,,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
299,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028510,2000075964200007603320000760411000028510,3,0,0,0,0,,2000076041,,1000028510,0,V,8. Problemen gehad met het opschieten met andere kinderen,NULL,8. Problemen gehad met het opschieten met andere kinderen,8. Problemen gehad met het opschieten met andere kinderen,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
300,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028511,2000075964200007603320000760421000028511,3,0,0,0,0,,2000076042,,1000028511,0,V,9. Problemen gehad met concentreren of de aandacht erbij houden,NULL,9. Problemen gehad met concentreren of de aandacht erbij houden,9. Problemen gehad met concentreren of de aandacht erbij houden,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
302,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000028512,2000075964200007603320000760431000028512,3,0,0,0,0,,2000076043,,1000028512,0,V,11. Zich ontevreden gevoeld met zijn/haar uiterlijk of capaciteiten,NULL,11. Zich ontevreden gevoeld met zijn/haar uiterlijk of capaciteiten,,,0000000002,Keuzeselectiegroep,2000005938,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
303,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000035661,2000075964200007603320000864051000035661,3,0,0,0,0,,2000086405,,1000035661,0,V,Score kwaliteit van leven,NULL,Score kwaliteit van leven (ouders),Score kwaliteit van leven,,0000000017,Getal,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,"Decimalen=0,Aanpasbaar=-1,MsgTonen=-1,Initieel=0,AllesIngevuld=-1,ShowAsInitial=0,IgnoreWhenEditing=0,""RekenVeldPad=2000075964,2000076033,2000086405""",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
301,JAMAR (ouder)(S);14. Evaluatie van de kwaliteit van leven;Heeft uw kind in de AFGELOPEN VIER WEKEN;,100000761310000076381000007641,1000007641,1000007613,1000080525,2000075964200007603320001598841000080525,3,0,0,0,0,,2000159884,,1000080525,0,V,10. Vermoeid geleken,NULL,10. Vermoeid geleken,,,0000000002,Keuzeselectiegroep,2000005938,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
290,JAMAR (ouder)(S);Als u alle manieren waarop de ziekte uw kind kan beinvloeden bekijkt;Hoe denkt u dan dat uw kind zich OP DIT MOMENT voelt;,100000761310000076421000007643,1000007643,1000007613,1000028513,2000075965200007604420000760451000028513,3,1,0,0,0,,2000076045,,1000028513,0,V,Kies de score die hier het meest bij past (uiterst links (0)= heel goed en uiterst rechts (100)= heel slecht),NULL,Kies de score die hier het meest bij past (uiterst links (0)= heel goed en uiterst rechts (100)= heel slecht),Kies de score die hier het meest bij past (uiterst links (0)= heel goed en uiterst rechts (100)= heel slecht),,0000000005,Schuifmaat,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
291,JAMAR (ouder)(S);Als u alle manieren waarop de ziekte uw kind kan beinvloeden bekijkt;Hoe denkt u dan dat uw kind zich OP DIT MOMENT voelt;,100000761310000076421000007643,1000007643,1000007613,1000035664,2000075965200007604420000864101000035664,3,1,1,0,0,,2000086410,,1000035664,1,V,"Kunt u in een getal uitdrukken hoe u denkt dat uw kind zich OP DIT MOMENT voelt (0= heel goed, 100= heel slecht)",NULL,"Kunt u in een getal uitdrukken hoe u denkt dat uw kind zich OP DIT MOMENT voelt (0= heel goed, 100= heel slecht)",,,0000000017,Getal,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
304,JAMAR (ouder)(S);Als u alle manieren bekijkt waarop de ziekte van uw kind hem/haar kan beinvloeden;,10000076131000007644,1000007644,1000007613,1000028514,200007596620000760461000028514,2,1,0,0,0,,2000076046,,1000028514,0,V,Zou u dan tevreden zijn als de toestand van uw kind in DE KOMENDE MAANDEN onveranderd blijft,NULL,Zou u dan tevreden zijn als de toestand van uw kind in DE KOMENDE MAANDEN onveranderd blijft,Zou u dan tevreden zijn als de toestand van uw kind in DE KOMENDE MAANDEN onveranderd blijft,,0000000002,Keuzeselectiegroep,2000005929,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
308,JAMAR (ouder)(S);,1000007613,1000007613,1000007613,1000028515,20000759681000028515,1,0,0,0,0,,2000075968,,1000028515,0,V,Geeft u toestemming om de informatie uit deze lijst en die van uw kind te gebruiken voor wetenschappelijk onderzoek,NULL,Geeft u toestemming om de informatie uit deze lijst en die van uw kind te gebruiken voor wetenschappelijk onderzoek,Geeft u toestemming om de informatie uit deze lijst en die van uw kind te gebruiken voor wetenschappelijk onderzoek,,0000000002,Keuzeselectiegroep,2000005939,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
310,JAMAR (ouder)(S);,1000007613,1000007613,1000007613,1000028516,20000759691000028516,1,0,0,0,0,,2000075969,,1000028516,0,V,Naam en voornaam van de ouder (of initialen),NULL,Naam en voornaam van de ouder (of initialen),Naam en voornaam van de ouder (of initialen),,0000000001,Memo,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
309,JAMAR (ouder)(S);,1000007613,1000007613,1000007613,1000028517,20000759701000028517,1,0,1,0,0,,2000075970,,1000028517,1,V,JAMAR score,NULL,JAMAR score,JAMAR score,,0000000017,Getal,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie=Antwoord('2000075954,2000075983')
+Antwoord('2000075954,2000075984')+
Antwoord('2000075954,2000075985')+
Antwoord('2000075954,2000075986')+
Antwoord('2000075954,2000075987')+
Antwoord('2000075954,2000075988')+
Antwoord('2000075954,2000075989')+
Antwoord('2000075954,2000075990')+
Antwoord('2000075954,2000075991')+
Antwoord('2000075954,2000075992')+
Antwoord('2000075954,2000075993')+
Antwoord('2000075954,2000075994')+
Antwoord('2000075954,2000075995')+
Antwoord('2000075954,2000075996')+
Antwoord('2000075954,2000075997')+
Antwoord('2000075964,2000076033,2000076034')+
Antwoord('2000075964,2000076033,2000076035')+
Antwoord('2000075964,2000076033,2000076036')+
Antwoord('2000075964,2000076033,2000076037')+
Antwoord('2000075964,2000076033,2000076038')+
Antwoord('2000075964,2000076033,2000076039')+
Antwoord('2000075964,2000076033,2000076040')+
Antwoord('2000075964,2000076033,2000076041')+
Antwoord('2000075964,2000076033,2000076042')+
Antwoord('2000075964,2000076033,2000076043')"",Decimalen=0,Aanpasbaar=-1,MsgTonen=-1,Initieel=0,AllesIngevuld=-1,RekenVeldPad=2000075970",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
1,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028518,200007606720000760851000028518,2,0,0,0,0,,2000076085,,1000028518,0,V,1. Tien meter rennnen op een platte ondergrond,NULL,1. Tien meter rennnen op een platte ondergrond,1. Tien meter rennnen op een platte ondergrond,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
2,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028519,200007606720000760861000028519,2,0,0,0,0,,2000076086,,1000028519,0,V,2. Vijf traptreden oplopen,NULL,2. Vijf traptreden oplopen,2. Vijf traptreden oplopen,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
3,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028520,200007606720000760871000028520,2,0,0,0,0,,2000076087,,1000028520,0,V,3. Springen,NULL,3. Springen,3. Springen,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
4,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028521,200007606720000760881000028521,2,0,0,0,0,,2000076088,,1000028521,0,V,4. Hurken,NULL,4. Hurken,4. Hurken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
5,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028522,200007606720000760891000028522,2,0,0,0,0,,2000076089,,1000028522,0,V,5. Bukken om iets van de grond te pakken,NULL,5. Bukken om iets van de grond te pakken,5. Bukken om iets van de grond te pakken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
6,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028523,200007606720000760901000028523,2,0,0,0,0,,2000076090,,1000028523,0,V,"6. Dingen met je vingers doen (bv. typen, schrijven)",NULL,"6. Dingen met je vingers doen (bv. typen, schrijven)","6. Dingen met je vingers doen (bv. typen, schrijven)",,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
7,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028524,200007606720000760911000028524,2,0,0,0,0,,2000076091,,1000028524,0,V,7. Een vuist maken en weer loslaten,NULL,7. Een vuist maken en weer loslaten,7. Een vuist maken en weer loslaten,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
8,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028525,200007606720000760921000028525,2,0,0,0,0,,2000076092,,1000028525,0,V,8. Ergens in knijpen,NULL,8. Ergens in knijpen,8. Ergens in knijpen,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
9,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028526,200007606720000760931000028526,2,0,0,0,0,,2000076093,,1000028526,0,V,9. De deur openen door de deurklink naar beneden te drukken,NULL,9. De deur openen door de deurklink naar beneden te drukken,9. De deur openen door de deurklink naar beneden te drukken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
10,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028527,200007606720000760941000028527,2,0,0,0,0,,2000076094,,1000028527,0,V,10. Een kraan open- en dichtdraaien of een eerder opengemaakt potje openmaken,NULL,10. Een kraan open- en dichtdraaien of een eerder opengemaakt potje openmaken,10. Een kraan open- en dichtdraaien of een eerder opengemaakt potje openmaken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
11,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028528,200007606720000760951000028528,2,0,0,0,0,,2000076095,,1000028528,0,V,11. Je armen uitstrekken,NULL,11. Je armen uitstrekken,11. Je armen uitstrekken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
12,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028529,200007606720000760961000028529,2,0,0,0,0,,2000076096,,1000028529,0,V,12. Je handen in je nek leggen,NULL,12. Je handen in je nek leggen,12. Je handen in je nek leggen,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
13,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028530,200007606720000760971000028530,2,0,0,0,0,,2000076097,,1000028530,0,V,13. Je hoofd draaien om over je schouder te kijken,NULL,13. Je hoofd draaien om over je schouder te kijken,13. Je hoofd draaien om over je schouder te kijken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
14,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028531,200007606720000760981000028531,2,0,0,0,0,,2000076098,,1000028531,0,V,14. Je hoofd achterover buigen om naar het plafond te kijken,NULL,14. Je hoofd achterover buigen om naar het plafond te kijken,14. Je hoofd achterover buigen om naar het plafond te kijken,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
15,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000028532,200007606720000760991000028532,2,0,0,0,0,,2000076099,,1000028532,0,V,15. In een boterham of appel bijten,NULL,15. In een boterham of appel bijten,15. In een boterham of appel bijten,,0000000002,Keuzeselectiegroep,2000005940,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
16,JAMAR (kind)(S);1. Bepalen van functioneren;,10000076501000007656,1000007656,1000007650,1000035649,200007606720000863611000035649,2,0,0,0,0,,2000086361,,1000035649,0,V,Score ADL,NULL,Score ADL,Score ADL,,0000000001,Memo,,KIM,0,0,NULL,NULL,NULL,NULL,NULL,,"""Expressie=Antwoord('2000076067,2000076085')+Antwoord('2000076067,2000076086')+Antwoord('2000076067,2000076087')+Antwoord('2000076067,2000076088')+Antwoord('2000076067,2000076089')+Antwoord('2000076067,2000076090')+Antwoord('2000076067,2000076091')+Antwoord('2000076067,2000076092')+Antwoord('2000076067,2000076093')+Antwoord('2000076067,2000076094')+Antwoord('2000076067,2000076095')+Antwoord('2000076067,2000076096')+Antwoord('2000076067,2000076097')+Antwoord('2000076067,2000076098')+Antwoord('2000076067,2000076099')"",Decimalen=0,Aanpasbaar=0,MsgTonen=0,Initieel=0,AllesIngevuld=-1,""RekenVeldPad=2000076067,2000086361""",0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
17,JAMAR (kind)(S);2.Pijn;,10000076501000007660,1000007660,1000007650,1000028533,200007606820000761001000028533,2,0,0,0,0,,2000076100,,1000028533,0,V,"Hoe veel pijn heb je gehad door de ziekte in DE AFGELOPEN WEEK: links (0) = geen pijn, rechts (100) = heel erg veel pijn",NULL,"Hoe veel pijn heb je gehad door de ziekte in DE AFGELOPEN WEEK: links (0) = geen pijn, rechts (100) = heel erg veel pijn","Hoe veel pijn heb je gehad door de ziekte in DE AFGELOPEN WEEK: links (0) = geen pijn, rechts (100) = heel erg veel pijn",,0000000005,Schuifmaat,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
18,JAMAR (kind)(S);2.Pijn;,10000076501000007660,1000007660,1000007650,1000035635,200007606820000863171000035635,2,0,1,0,0,,2000086317,,1000035635,1,V,"Kun je in een getal uitdrukken hoe veel pijn je DE AFGELOPEN WEEK hebt gehad (0= geen pijn, 100= heel erg veel pijn)",NULL,"Kun je in een getal uitdrukken hoe veel pijn je DE AFGELOPEN WEEK hebt gehad (0= geen pijn, 100= heel erg veel pijn)",,,0000000017,Getal,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
21,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028469,2000076069200007610120000760041000028469,3,1,0,0,0,,2000076004,,1000028469,0,V,Vingers,NULL,Vingers,Vingers,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
22,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028470,2000076069200007610120000760051000028470,3,1,0,0,0,,2000076005,,1000028470,0,V,Pols,NULL,Pols,Pols,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
23,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028471,2000076069200007610120000760061000028471,3,1,0,0,0,,2000076006,,1000028471,0,V,Elleboog,NULL,Elleboog,Elleboog,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
24,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028472,2000076069200007610120000760071000028472,3,1,0,0,0,,2000076007,,1000028472,0,V,Schouder,NULL,Schouder,Schouder,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
25,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028473,2000076069200007610120000760081000028473,3,1,0,0,0,,2000076008,,1000028473,0,V,Heup,NULL,Heup,Heup,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
26,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028474,2000076069200007610120000760091000028474,3,1,0,0,0,,2000076009,,1000028474,0,V,Knie,NULL,Knie,Knie,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
27,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028475,2000076069200007610120000760101000028475,3,1,0,0,0,,2000076010,,1000028475,0,V,Enkel,NULL,Enkel,Enkel,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
28,JAMAR (kind)(S);3.Gewrichtspijn;Links;,100000765010000076611000007629,1000007629,1000007650,1000028476,2000076069200007610120000760111000028476,3,1,0,0,0,,2000076011,,1000028476,0,V,Tenen,NULL,Tenen,Tenen,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
30,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028469,2000076069200007610220000760121000028469,3,1,0,0,0,,2000076012,,1000028469,0,V,Vingers,NULL,Vingers,Vingers,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
31,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028470,2000076069200007610220000760131000028470,3,1,0,0,0,,2000076013,,1000028470,0,V,Pols,NULL,Pols,Pols,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
32,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028471,2000076069200007610220000760141000028471,3,1,0,0,0,,2000076014,,1000028471,0,V,Elleboog,NULL,Elleboog,Elleboog,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
33,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028472,2000076069200007610220000760151000028472,3,1,0,0,0,,2000076015,,1000028472,0,V,Schouder,NULL,Schouder,Schouder,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
34,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028473,2000076069200007610220000760161000028473,3,1,0,0,0,,2000076016,,1000028473,0,V,Heup,NULL,Heup,Heup,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
35,JAMAR (kind)(S);3.Gewrichtspijn;Rechts;,100000765010000076611000007630,1000007630,1000007650,1000028474,2000076069200007610220000760171000028474,3,1,0,0,0,,2000076017,,1000028474,0,V,Knie,NULL,Knie,Knie,,0000000013,Afvinkhokje,,KIN,0,0,NULL,NULL,NULL,NULL,NULL,,,0,0,NULL,2024-03-08 18:44:23,9999-12-31 23:59:59
