CODE,SEARCHCODE,OMSCHR,MEMO,SOORT,BEDRIJF
ZH1010,ONDPALU,ZZZ - Onderzoeksmedewerker Palliatieve zorg (UMC),,X,
ZH1143,GVPCTC,Gespecialiseerd verpleegkundige Cardiothoracale Chirurgie,"18/8/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de GVPCTC. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere GVP maar dan met de effectieve waarden van de SPECTC. 
",LU,
ZH1149,PLANM,Planner (PMC),"Deze groep is aangemaakt voor de planners van het Maxima. Let op SECKONM wordt ook gebruikt voor de doktersassistenten dus hier geen rechten op instellen voor de planners. Dit moet op de KLIPLNM gedaan worden, deze is ook toegevoegd aan de ordercommunicatie. ",ZH00000024,
ZH1152,KOLABADM,Kinderoncologisch Laboratorium administratie (PMC),Groep aangemaakt voor het kinderoncologisch laboratorium omdat zij een gecombineerde rol nodig hebben. ,ZH00000024,
ZH1156,KOLABSTM,Kinderoncologisch Laboratorium staf (PMC),,ZH00000024,
ZH1162,KLIFYSRT,Klinisch Fysicus Radiotherapie (UMC),Groep aangemaakt omdat er een scheiding moet zijn tussen de klinisch fysicus van de radiotherapie en de klinisch fysicus van de MTKF,ZH00000017,
ZH1163,KLIFYSMT,Klinisch Fysicus MTKF (UMC),Groep aangemaakt omdat er een scheiding moet zijn tussen de klinisch fysicus van de radiotherapie en de klinisch fysicus van de MTKF,ZH00000030,
ZH1165,GVPGOCO,Gespecialiseerd verpleegkundige Chirurgie Oncologie (B&O),,ZH00000017,
ZH1170,OKPLANW,OK Planner (WKZ),Extra groep aangemaakt omdat in het WKZ alleen de patiënten van het WKZ te zien moeten zijn en niet van het AZU,ZH00000015,
ZH1182,DOCENT,Docent Educatieve Voorzieningen,"6/9/23 Ter vervanging van de rol DOCWKZ en PMC385 in 6.1. Zij krijgen een eigen werksetting ""Educatieve voorzieningen"". Deze werksetting moet nog worden aangemaakt en rechten moeten daar nog op worden aangepast/ingesteld. (Mogelijk een rechtenconfiguratie vergelijkbaar met de PARMED/andere werkcontexten, maar dit is nog niet ingesteld).",FN,
ZH1183,DOCENTU,Docent Educatieve Voorzieningen (UMC),,ZH00000012,
ZH1184,DOCENTM,Docent Educatieve Voorzieningen (PMC),,ZH00000024,
ZH1199,RESNEOU,Researchverpleegkundige Neonatologie (UMC),,ZH00000011,
ZH1200,PSONEOU,Medisch psycholoog Neonatologie (UMC),De medisch psycholoog is opgedeeld per divisie. ,ZH00000011,
ZH1190,ONDOBS,Onderzoeksmedewerker Obstetrie,Groep aangemaakt omdat er een onderscheid moet zijn tussen OBS en GYN,LU,
ZH1191,SECOBS,Medisch secretaresse / Poli-assistente Obstetrie,Groep aangemaakt omdat er een scheiding moet zijn tussen GYN en OBS. ,FN,
ZH1193,VPLOBS,Verpleegkundig specialist Obstetrie,"7/9/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de VPLOBS. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere VPLSPE maar dan met de effectieve waarden van de SPEOBS. ",LU,
ZH1194,VPLOBSU,Verpleegkundig specialist Obstetrie (UMC),,ZH00000011,
ZH1195,ONDOBSU,Onderzoeksmedewerker Obstetrie (UMC),,ZH00000011,
ZH1205,MORTMDW,Mortuariummedewerker,,FU,
ZH1206,GVPTAN,Gespecialiseerd verpleegkundige Tandheelkunde ,"11/9/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de GVPTAN. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere GVP maar dan met de effectieve waarden van de SPETAN. 
",FN,
ZH1207,GVPTANU,Gespecialiseerd verpleegkundige Tandheelkunde (UMC),,ZH00000009,
ZH1208,MORTMDWU,Mortuariummedewerker (UMC),,ZH00000014,
ZH1209,CSAMAN,CSA manager ,"15/9/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de CSAMAN. De werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de CSA + met toevoeging van extra menu-items.",LN,
ZH1018,GVPGONO,Gespecialiseerd verpleegkundige Gynaecologie Oncologie (B&O),,ZH00000017,
ZH1021,PARTHU,Physician assistant Radiotherapie (UMC),,ZH00000017,
ZH1022,VPLGONO,Verpleegkundig specialist Gynaecologie Oncologie (B&O),,ZH00000017,
ZH1023,VPLENDO,Verpleegkundig specialist Endocrinologie Oncologie (B&O),,ZH00000017,
ZH1024,PAGOCO,Physician assistant Chirurgie Oncologie (B&O),,ZH00000017,
ZH1025,VPLGOCO,Verpleegkundig specialist Chirurgie Oncologie (B&O),,ZH00000017,
ZH1027,PAICU,Physician assistant Intensive Care (UMC),,ZH00000015,
ZH1034,KLIPLNC,Planner Opname/OK (CMH),,ZH00000023,
ZH1040,ONDKAAC,Onderzoeksmedewerker Kaakchirurgie (CMH),,ZH00000023,
ZH1042,ONDKNOC,Onderzoeksmedewerker KNO (CMH),,ZH00000023,
ZH1043,ONDLONC,Onderzoeksmedewerker Longgeneeskunde (CMH),,ZH00000023,
ZH1044,ONDMDLC,Onderzoeksmedewerker MDL (CMH),,ZH00000023,
ZH1045,ONDNCHC,Onderzoeksmedewerker Neurochirurgie (CMH),,ZH00000023,
ZH1046,ONDNEUC,Onderzoeksmedewerker Neurologie (CMH),,ZH00000023,
ZH1047,ONDOOGC,Onderzoeksmedewerker Oogheelkunde (CMH),,ZH00000023,
ZH1048,ONDORTC,Onderzoeksmedewerker Orthopedie (CMH),,ZH00000023,
ZH1049,ONDPLAC,Onderzoeksmedewerker Plastische Chirurgie (CMH),,ZH00000023,
ZH1050,ONDPYNC,Onderzoeksmedewerker Pijngeneeskunde (CMH),,ZH00000023,
ZH1051,ONDUROC,Onderzoeksmedewerker Urologie (CMH),,ZH00000023,
ZH1073,ONDKON,Onderzoeksmedewerker Kinderoncologie,"27/7/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de ONDKON. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere ONDmaar dan met de effectieve waarden van de SPEKON.",LU,
ZH1081,SPEEEAU,Specialist erfelijke en aangeboren aandoeningen (UMC),,ZH00000012,
ZH1103,POKMDWC,POK medewerker (CMH),,ZH00000023,
ZH1523,BDC,Beddencoördinatie naslag,,FN,
ZH1108,AOICC,AO/IC Medewerkers (CMH),,ZH00000023,
ZH1112,MMWDHLU,Medisch Maatschappelijk Werker Divisie Hart en Longen (UMC),De medisch Maatschappelijk Werker is opgedeeld per divisie. ,ZH00000008,
ZH1114,MMWDHSU,Medisch Maatschappelijk Werker Divisie Heelkundige spe (UMC),De medisch Maatschappelijk Werker is opgedeeld per divisie. ,ZH00000009,
ZH1262,GGZTHPPT,GGZ Therapeut (PTC),,ZH00000012,
ZH1116,MMWDMGU,Medisch Maatschappelijk Werker Divisie Biomed genetica (UMC),De medisch Maatschappelijk Werker is opgedeeld per divisie. ,ZH00000014,
ZH1117,MMWDVBU,Medisch Maatschappelijk Werker Divisie Vrouw en Baby (UMC),De medisch Maatschappelijk Werker is opgedeeld per divisie. ,ZH00000011,
ZH1121,&FUNOH,Aanvullend- Functie OnderHoud met Codelijsten,,A,
ZH1130,&RADLAB,Aanvullend - rechten voor radiologie laboranten,,A,
ZH1264,KLIAPSU,Verpleegkundige Acute Pijn Service (UMC),,ZH00000015,
ZH1135,GGZERVDU,GGZ Ervaringsdeskundige (UMC),9/8/23 Deze groep is aangemaakt n.a.v. HiX 6.1 met de groep Ervaringsdeskundige/PSY130. Deze groep heeft als beginpunt dezelfde configuratie als de GGZTHP en wordt nog verder aangepast na testen door de WG GGZ (Suite),ZH00000010,
ZH1140,BAPMFB,MFB Beheer,"15/8/23 Op verzoek van werkgroep EVS is er gevraagd om een beperktere BAP groep te maken van de BAPMED. Dit betreft enkel 3 menu-items en recht op ""Mag MFB protocollen beheren"".",FN,
ZH1141,&-EVSD,Aanvullend - Blokkeert elektronisch voorschrijven definitief,,A,
ZH1142,ZRGREG,Zorgregistratie ,Groep aangemaakt binnen HiX de Standaard n.a.v. intern actiepunt 1464. Het takenpakket van zorgregistratie is een stuk uitgebreider dan bestaande rollen binnen standaard content. De FACMDWU+ is als uitgangspunt genomen en een kopie van gemaakt; vervolgens inrichting uitgebreid.,ZH00000020,
ZH1265,&WERKSET,Aanvullende groep t.b.v. overnem. gebr. voor beheer werkset.,,ZH00000039,
ZH1153,KCLADMM,KCL Administratie (PMC),,LN,
ZH1154,PTHADMM,Pathologie Administratie (PMC),,LN,
ZH1155,MMIADMM,MMI Administratie (PMC),,LN,
ZH1157,MIMLOGM,Medisch immunoloog (PMC),,LN,
ZH1158,KLICHEM,Klinisch Chemicus (PMC),,LN,
ZH1214,MEDADMM,Medische Administratie (PMC),,ZH00000024,
ZH1166,PAICDVFU,Physician Assistant Intensive Care DVF (UMC) ,"Cluster van Chirurgie, CTC, heelkunde, Longgeneeskunde. Voor PA's op IC van divisie DVF ",ZH00000015,
ZH1173,DBCMDWM,Validatiemedewerker DBC's (PMC),,FN,
ZH1174,FACMDWM,Facturatiemedewerker (PMC),,FN,
ZH1175,ZRGREGM,Zorgregistratie (PMC),"Deze groep is een combinatie van SC groepen, omdat de zorgadministratie van het PMC een combinatie van taken heeft (waar het UMCU verschillende medewerkers voor heeft). Er zijn ook rechten op de groep ingesteld (OHW, agenda, OK, opname)",ZH00000024,
ZH1177,SEMKONM,Semi-arts Kinderoncologie (PMC),,ZH00000024,
ZH1216,GGZSECPT,Medisch secretaresse GGZ (PTC),,ZH00000012,
ZH1293,GVPANE,Gespecialiseerd Verpleegkundige Anesthesiologie,,FU,
ZH1204,SPEICKU,Kinderintensivist (UMC),,FU,
ZH1212,SECENDSU,Medisch secretaresse / Poli-assistente Endoscopie (UMC),,ZH00000007,
ZH1217,GGZKPSPU,GGZ Klinisch psycholoog / Gezondheidszorgpsycholoog (PUK),,ZH00000010,
ZH1220,KLAFCT,Klachtenfunctionaris ,,FN,
ZH1221,KLAFCTU,Klachtenfunctionaris (UMC),,FU,
ZH1226,MEDPV,Medewerker Patiëntverwisselingen ,"Groep aangemaakt binnen HiX de Standaard n.a.v. intern actiepunt 1464. Het takenpakket van medewerker Patiënt overschrijvingen is een stuk uitgebreider dan bestaande rollen binnen standaard content. De FACMDWU+ is als uitgangspunt genomen en een kopie van gemaakt; vervolgens inrichting uitgebreid. 
UMC Utrecht: de functie is een uitbreiding op ZRGREG en werkt HiX-breed, voor alle ziekenhuizen in deze HiX-omgeving.",LU,
ZH1227,MEDPVUCM,Medewerker Patiëntverwisselingen (UMC/CMH/MGGZ/Máxima),"Alleen uitreiken als Inloggroep.
De groep werkt HiX-breed, voor alle ziekenhuizen in deze HiX-omgeving.",FN,
ZH1234,APOMANU,Apotheker - mandaat LSP (UMC),,FN,
ZH1237,APOMANM,Apotheker - mandaat LSP (PMC),,FN,
ZH1238,NEFMAN,Nefrologie - mandaat LSP,,FN,
ZH1239,NEFMANU,Nefrologie - mandaat LSP (UMC),,ZH00000007,
ZH1241,INTMAN,Interne Geneeskunde - mandaat LSP,"

",FN,
ZH1242,INTMANU,Interne Geneeskunde - LSP Mandaat (UMC),,ZH00000007,
ZH1243,OOGMAN,Oogheelkunde - mandaat LSP,,FN,
ZH1244,OOGMANU,Oogheelkunde - mandaat LSP (UMC),,ZH00000009,
ZH1246,NEUMANU,Neurologie - mandaat LSP (UMC),,ZH00000010,
ZH1245,NEUMAN,Neurologie - mandaat LSP,,ZH00000010,
ZH1248,NCHMANU,Neurochirurgie - mandaat LSP (UMC),,ZH00000010,
ZH1247,NCHMAN,Neurochirugie - mandaat LSP,,ZH00000010,
ZH1250,LONMANU,Longgeneeskunde - mandaat LSP (UMC),,ZH00000008,
ZH1249,LONMAN,Longgeneeskunde - mandaat LSP,,FN,
ZH1252,GERMANU,Geriatrie - mandaat LSP (UMC),,ZH00000007,
ZH1251,GERMAN,Geriatrie - mandaat LSP,,FN,
ZH1254,CARMANU,Cardiologie - mandaat LSP (UMC),,ZH00000008,
ZH1253,CARMAN,Cardiologie - mandaat LSP,,FN,
ZH1256,RTHMANU,Radiotherapie - mandaat LSP (UMC),,ZH00000017,
ZH1255,RTHMAN,Radiotherapie - mandaat LSP,,ZH00000017,
ZH1258,RADMANU,Radiologie - mandaat LSP (UMC),,ZH00000017,
ZH1294,DBHHEMO,Dagbehandeling Verpleegkundige Hematologie (B&O),"Cluster aangemaakt van de verpleegafdeling dagbehandeling en de gespecialiseerd verpleegkundige.
De Dagbehandeling B&O werkt met Agenda en Opname.",ZH00000017,
ZH1159,AKVTRIM,Adviseur kwaliteit & Veiligheid / Tripod-onderzoeker (PMC),,ZH00000024,
ZH1160,KLIKM,Medewerker KLIK (PMC),Groep aangemaakt t.b.v. medewerkers KLIK. Zij zetten vragenlijsten buiten HiX klaar voor patiënten maar hebben hiervoor wel toegang nodig tot gegevens.,ZH00000024,
ZH1180,MMWB&O,Medisch Maatschappelijk Werker Divisie Oncologie (B&O) ,De medisch Maatschappelijk Werker is opgedeeld per divisie. ,ZH00000017,
ZH1257,RADMAN,Radiologie - mandaat LSP,,FN,
ZH1260,GGZKPSPT,GGZ Klinisch psycholoog / Gezondheidszorgpsycholoog (PTC),,ZH00000012,
ZH1261,GGZVPKPU,Verpleegkundige GGZ/PAAZ (PUK),,ZH00000010,
ZH1263,BAPWER,Beperkt applicatiebeheer t.b.v. bouwen werksettings,"Deze beheergroep is aangemaakt voor het kunnen bouwen van nieuwe werksettings (specifiek voor de volgende onderdelen): 
Vragenlijsten
Overzichten 
Dossiersoorten 

Deze onderdelen dienen aangemaakt te worden voor Arbo, Schakelpunt gezond leven, Educatieve voorzieningen en Pedagogische zorg",FU,
ZH1272,SPETHUU,Specialist Thuisbeademing (UMC),,ZH00000008,
ZH1273,SECTHUU,Medisch secretaresse / Poli-assistente Thuisbeademing (UMC),,ZH00000008,
ZH1274,GVPTHUU,Gespecialiseerd verpleegkundige Thuisbeademing (UMC),,ZH00000008,
ZH1275,INFPRVC,Deskundige Infectiepreventie (CMH),,ZH00000023,
ZH1276,SECDIA,Medisch secretaresse / Poli-assistente Diabetologie,Extra groep aangemaakt omdat deze niet vanuit SC bestaat maar wel nodig is.,LU,
ZH1277,SECDIAU,Medisch secretaresse / Poli-assistente Diabetologie (UMC),,ZH00000007,
ZH1279,SECINFU,Medisch secretaresse / Poli-assistente Infectiologie (UMC),,ZH00000007,
ZH1278,SECINF,Medisch secretaresse / Poli-assistente Infectiologie,groep aangemaakt omdat SC dit subspecialisme niet heeft maar dit is wel nodig.,LU,
ZH1281,SECI&IU,Medisch secretaresse / Poli-assistente Intern&Infectie (UMC),"Cluster voor secretaresses interne met dia, end, ger, inf, int, mdl, nef en vas",ZH00000007,
ZH1284,APOASPM,Apothekersassistente op Apotheek Service Punt (PMC),Apothekersassistent met medicatieverificatie - Artscode is: Medicatieverificatie Apotheek PMC,ZH00000024,
ZH1286,SECANEM,Medisch secretaresse / Poli-assistente Anesthesiologie (PMC),,ZH00000024,
ZH1287,APOADMM,Apotheek Administratie (PMC),,ZH00000024,
ZH1289,&PMCPM,Aanvullend - Dientverlening bij Máxima - zuil Paramedisch,"t.b.v. UMCU medewerkers die ook een diensten verlenen in het Máxima en hiervoor aanvullende rechten nodig hebben (agenda en aanvragende afdelingen). Niet uitreiken aan artsen. Let op: er is een probleem met de gekoppelde Orderrollen, zie TOPdesk 24 03 15601. ",A,
ZH1291,&PMCNO,Aanvullend - Dientverlening bij Máxima - zuil Neuro-oncologi,t.b.v. UMCU medewerkers die ook een dienstverband hebben bij het Máxima en hiervoor aanvullende rechten nodig hebben (agenda en aanvragende afdelingen). ,A,
ZH1292,&PMCSO,Aanvullend - Dientverlening bij Máxima - zuil Solide Tumoren,t.b.v. UMCU medewerkers die ook een dienstverband hebben bij het Máxima en hiervoor aanvullende rechten nodig hebben (agenda en aanvragende afdelingen). ,A,
ZH1298,GVPPALU,Verpleegkundig consulent palliatieve zorg (UMC),,0000000041,
ZH1302,VPLTHU,Verpleegkundig specialist Thuisbeademing,,LU,
ZH1303,VPLTHUU,Verpleegkundig specialist Thuisbeademing (UMC),,ZH00000008,
ZH1304,SECDIEC,Medisch secretaresse / Poli-assistente Diëtetiek (CMH),,ZH00000023,
ZH1306,ERGTHPW,Ergotherapeut (WKZ),,ZH00000010,
ZH1307,FYSTHPW,Fysiotherapeut (WKZ),,ZH00000010,
ZH1308,LOGHERU,Logopedist HER (UMC),"12-3-2024: ook specialismes Audiologie en KNO ingesteld, zie 24 03 9762",ZH00000010,
ZH1309,SPEREVW,Revalidatiearts (WKZ),,ZH00000010,
ZH1310,SECREVW,Medisch secretaresse / Poli-assistente Revalidatie (WKZ),,ZH00000010,
ZH1312,PSODHSU,Medisch psycholoog Divisie Heelkundige Specialismen (UMC),,ZH00000009,
ZH1167,VPLHHO,Verpleegkundig specialist Hoofd-hals oncologie (B&O),"Aangemaakt voor beeld CC, Groep voor verpleegkundig specialist Hoofd-hals oncologie",ZH00000017,
ZH1203,&MEDAAN,Aanvullend - rechten voor Medisch codeur voor Aanleveren,Somminge medische codeurs hebben extra rechten voor het aanleveren,ZH00000020,
ZH1171,KLIPLNW,Planner Opname/OK (WKZ),Extra groep aangemaakt omdat in het WKZ alleen de patiënten van het WKZ te zien moeten zijn en niet van het AZU,0000000041,
ZH1172,PATADMM,Patiëntenadministratie (PMC),,LN,
ZH1176,SEMKON,Semi-arts Kinderoncologie,"31/8/23 Groep aangemaakt, omdat deze nog niet bestond in SC voor de SEMKON. Werkcontexten zijn ingesteld zoals deze zijn ingesteld voor de andere SEM maar dan met de effectieve waarden van de SPEKON.",LU,
ZH1192,SECOBSU,Medisch secretaresse / Poli-assistente Obstetrie (UMC),,FU,
ZH1311,VPLANEM,Verpleegkundig specialist Anesthesiologie (PMC),Wordt gebruikt voor anesthesiemedewerker.,ZH00000024,
ZH1224,GGZTHPPU,GGZ Therapeut (PUK),,ZH00000010,
ZH1225,GGZVPLPU,GGZ Verpleegkundig specialist (PUK),,ZH00000010,
ZH1290,&PMCHO,Aanvullend - Dientverlening bij Máxima - zuil Hemato-oncolog,t.b.v. UMCU medewerkers die ook een dienstverband hebben bij het Máxima en hiervoor aanvullende rechten nodig hebben (agenda en aanvragende afdelingen). ,A,
ZH1318,&SKLGD,Aanvullend - Schrijfrechten Klinisch Genetica Dossier,Groep aangemaakt omdat er artsen in het UMC Utrecht en in het Maxima zijn die naast hun huidige rol ook rechten nodig hebben om in het KLG dossier te schrijven,A,
ZH1320,MAPHLU,MAPs dHL,nog invullen,FU,
000065,TGN,Technisch geneeskundige,,O,
000083,OKSHBUF0,OK Schipholbord F0 (UMC),,S,
ZH1321,SGL,ZZZ - Schakelpunt Gezond Leven,23/10/23 Aangemaakt aangezien dit geen SC groep is. Configuratie gekopieerd van de MONITO rol en deze verder uitgebreid waar nodig.,LN,
ZH1322,CONSGL,ZZZ - Consulent Schakelpunt Gezond Leven,,FN,
ZH1323,STUSGL,ZZZ - Student Schakelpunt Gezond Leven,30/10/23 Er is aangegeven dat deze groep voorlopig niet gebruikt gaat worden.,X,
ZH1324,CONSGLU,ZZZ - Consulent Schakelpunt Gezond Leven (UMC),,FU,
ZH1501,STUIGD,Student-arts dIGD,,LN,
ZH1326,SPEPALM,Palliatieve arts (PMC),,ZH00000024,
ZH1327,GVPPALM,Verpleegkundig consulent palliatieve zorg (PMC),,ZH00000024,
ZH1328,VPLPALM,Verpleegkundig specialist Palliatieve zorg (PMC),,ZH00000024,
ZH1336,MPKDERU,M.a.m. Poli en Kliniek Dermatologie (UMC),,ZH00000007,
ZH1337,MPKDHLU,M.a.m. Poli en Kliniek Divisie Hart en Longen (UMC),,ZH00000008,
ZH1440,ZRGKOSU,Zorgkosten (UMC),,ZH00000020,
ZH1344,MPKKINU,M.a.m. Poli en Kliniek Kindergeneeskunde (UMC),,ZH00000012,
ZH1345,MPKMDLU,M.a.m. Poli en Kliniek Maag-Darm-Lever (UMC),,ZH00000007,
ZH1347,MPKOBSU,M.a.m. Poli en Kliniek Obstetrie (UMC),,ZH00000011,
ZH1349,MPKPYNU,M.a.m. Poli en Kliniek Pijngeneeskunde (UMC),,ZH00000020,
ZH1350,MPKREUU,M.a.m. Poli en Kliniek Reumatologie (UMC),,ZH00000007,
ZH1352,MPKSCTO,M.a.m. Poli en Kliniek SCT team hematologie (UMC),,ZH00000017,
ZH1357,&STRAD,Aanvullend - Stamceltransplantatie donoroverzicht,Aanvullend - Stamceltransplantatie donoroverzicht,A,
ZH1362,MRC,Medewerker Medisch Regie Centrum,Extra groep aangemaakt omdat het medisch regie centrum niet bestaat in standaard content. Basis is de nazorgmedewerker.,LU,
ZH1363,MRCU,Medewerker Medisch Regie Centrum (UMC),,FU,
ZH1365,SECKNOO,Medisch secretaresse / Poli-assistente KNO (B&O),,ZH00000017,
ZH1369,FUNOBS,Functieafdeling Obstetrie ,,LU,
ZH1370,FUNOBSU,Functieafdeling Obstetrie (UMC),,ZH00000011,
ZH1374,APOTHKW,Apotheker (WKZ),"WKZ: Defaultvoorschrijfeenheid Klinisch en Poliklinisch aangepast naar sterkte-eenheid GPK
",ZH00000014,
ZH1178,AIOSIGU,Arts in opleiding Interne Geneeskunde (UMC),Cluster aangemaakt voor de AIOS studenten van interne geneeskunde,ZH00000007,
ZH1197,AAMBALI,Aanmeldbalie,De gastheren en gastvrouwen moeten voor diverse poli's van de DHS en Divisie Hersenen patiënten aanmelden aan de balie.,FN,
ZH1198,AAMBALIU,Aanmeldbalie (UMC) > Inloggroep,"Alleen als Inloggroep aanbieden. Doelgroep: telefonisten, beveiligingsmedewerkers, ...",ZH00000030,
ZH1231,GVPOBS,Gespecialiseerd verpleegkundige Obstetrie,Extra groep aangemaakt omdat Gynaecologie en Obstetrie gescheiden moeten worden. ,LU,
ZH1232,GVPOBSU,Gespecialiseerd verpleegkundige Obstetrie (UMC),,ZH00000011,
ZH1329,MAPSB2O,Maps B2-Oost,,S,
ZH1330,MAPSB3W,Maps B3-West,,S,
ZH1333,MAPSD2OO,MAPS D2-Oost,,S,
ZH1346,MPKNEFU,M.a.m. Poli en Kliniek Nefrologie (UMC),,ZH00000007,
ZH1361,&AGENDAU,Aanvullend -Blind boeken agenda UMC en WKZ voor secretaress,"De secretaresses van het UMC en WKZ moeten kunnen blindboeken in alle agenda's van het UMC en WKZ, zie actiepunt 556 en 1335. 
Ook wachtlijst Schakelpunt gezond leven toegevoegd (AP 2900).",A,
ZH1378,GVPPYNC,Gespecialiseerd verpleegkundige Pijngeneeskunde (CMH),,ZH00000023,
ZH1381,PANEOU,Physician assistant Neonatalogie (UMC),Op verzoek van AP 2802,ZH00000012,
ZH1387,SECIGDU,Medisch secretaresse/Poli-assistente IGD (UMC),Cluster voor secretaresses met alle subspecialismen van interne,ZH00000007,
ZH1390,DBCMDWC,Validatiemedewerker DBC's (CMH),,ZH00000023,
ZH1396,ONDPYNU,Onderzoeksmedewerker Pijngeneeskunde (UMC),,ZH00000015,
ZH1395,SECVPPU,Medisch secretaresse / Poli-assistente Vasc Prev Prog (UMC),,ZH00000007,
ZH1397,RESVPP,Researchverpleegkundige Vasculair Prev Prog,,FN,
ZH1398,RESVPPU,Researchverpleegkundige Vasculair Prev Prog (UMC),Niet stapelen met andere groepen ivm werkcontext medicatie voorschrijven op naam van één arts > Geef dan de aanvullende groep &RESVPP of de Inloggroep RESVPPU.,ZH00000007,
ZH1404,&STMVWR,Aanvullend - Stambomen mogen verwijderen,Rechten voor specifieke gebruikers die stambomen mogen verwijderen - deze krijgen deze rechten op naam,ZH00000039,
ZH1408,FUNCARU,Functieafdeling Cardiologie (UMC),,ZH00000008,
ZH1414,POSVPL,POS verpleegkundige ,Groep aangemaakt voor de POS verpleegkundige die moeten inloggen met een inloggroep wanneer ze deze werkzaamheden uitvoeren. ,FU,
ZH1415,POSVPLC,POS verpleegkundige (CMH),,ZH00000023,
ZH1416,SECANEW,Medisch secretaresse / Poli-assistente Anesthesiologie (WKZ),,ZH00000012,
ZH1417,FCTHKW,AandachtfunctionarisHuiselijkgeweldenKindermishandeling WKZ,,FU,
ZH1418,RESKON,Researchverpleegkundige Kinderoncologie,,FN,
ZH1419,RESKONM,Researchverpleegkundige Kinderoncologie (PMC),,ZH00000024,
ZH1269,SPETHU,Specialist Thuisbeademing,,LU,
ZH1270,SECTHU,Medisch secretaresse / Poli-assistente Thuisbeademing,,LU,
ZH1271,GVPTHU,Gespecialiseerd verpleegkundige Thuisbeademing,,LU,
ZH1282,CSRMDWU,CSR Medewerker (UMC),,ZH00000015,
ZH1283,CSRMDWC,CSR Medewerker (CMH),,ZH00000023,
ZH1285,APOASPC,Apothekersassistente op Apotheek Service Punt (CMH),Apothekersassistent met medicatieverificatie - Artscode is: Poli Medicatieverificatie CMH,ZH00000023,
ZH1319,WEBBIB,Importeren patiëntenbibliotheek items (RPA),,FU,
ZH1356,MPKGONO,M.a.m. Poli en Kliniek Gynaecologische Oncologie (B&O),,ZH00000017,
ZH1358,&STRAC,Aanvullend - Stamceltransplantatie dossier coördinatie,,ZH00000017,
ZH1364,SECKAAO,Medisch secretaresse/Poli-assistente Kaakchirurgie/Onc (B&O),,ZH00000017,
ZH1389,ZRGREGC,Zorgregistratie (CMH),"Deze groep is een combinatie van SC groepen, omdat de zorgadministratie van het CMH een combinatie van taken heeft (waar het UMCU verschillende medewerkers voor heeft). ",ZH00000023,
ZH1406,APOSTP,Apotheek Stoppen Medicatie,15/11/23: Groep is aangemaakt n.a.v. AP1105 t.b.v. het kunnen stopzetten van medicatieopdrachten zonder dat dit op eigen naam van de apotheek komt te staan.,FU,
ZH1421,&TESTR,Aanvullend - Mag inloggen met testgebruikers Regressietesten,Alleen als Inloggroep aanbieden,FN,
ZH1498,MPKNNU,M.a.m. Poli en Kliniek Neurologie en Neurochirurgie (UMC),"N.a.v. topdeskmelding 24 03 3318 zijn op deze MPK groep rechten ingesteld i.p.v. in het cluster.
W24 03 1167 agenda op groep
",ZH00000010,
ZH1439,ZRGKOS,Zorgkosten,,FU,
ZH1445,&MAGBV,Aanvullend - Aanvragen voorraadgeneesmiddelen,,FN,
ZH1446,MBB711,Magazijn voorraadkast B711,,ZH00000039,
ZH1447,MBB730,Magazijn voorraadkast B730,,ZH00000039,
ZH1454,MBP601,Magazijn voorraadkast P601,,ZH00000039,
ZH1455,MBO725,Magazijn voorraadkast O725,,ZH00000039,
ZH1458,MBD732,Magazijn voorraadkast D732 + D170,,ZH00000039,
ZH1459,MBG604,Magazijn voorraadkast G604,,ZH00000039,
ZH1465,SPEODO,Orthodentist,,FN,
ZH1471,KVZ308,Dependance Verpleegafdeling Medische Oncologie (B&O),,LU,
ZH1473,FCTGEGM,Functionaris Gegevensbescherming (PMC),,ZH00000024,
ZH1476,POAPSEC,Poli-apotheek Secretaresse,,FU,
ZH1477,POAPSECU,Poli-apotheek Secretaresse (UMC),,ZH00000014,
ZH1513,SECALSU,Medisch secretaresse ALS (UMC),24 03 11032,ZH00000010,
ZH1521,&AGENDAM,Aanvullend - Inzien van agenda's van het PMC,Groep aangemaakt met rechten op inzien van agenda's van het PMC omdat alle groepen van het PMC alle agenda's mogen inzien,A,
ZH1535, ?TOEK,HelloID-aanvraag voor rechten volgens Toekenningsmatrix,,A,
ZH1555,OKPLANU+,OK Planner + (UMC),"!! LET OP: er is ook een OKPLANW+, zo veel mogelijk gelijke rechten geven !!
OK-planner plus personeel plannen
24 09 15543",ZH00000015,
ZH1556,OKPLAN+,OK Planner +,,LU,
ZH1562,&DECGGZ,Aanvullend - Stamtabel GGZ Uitvoerders beheren,,ZH00000039,
ZH1565,DATHEMO,Datamanager Hematologie (B&O),,ZH00000017,
ZH1569,KVB703,Verpleegkundige Klinische Zorgdag Thuis CTB,,LN,
