LIJSTID,CATEGORIE,LIJSTNAAM
CS00039262,URO,PTNS vervolgschema
CS00032036,URO,PUFF
CS00007679,URO,Pyelum Dilatatie
CS00045515,URO,Pyelum en uretercarcinoom
CS00042923,URO,Radiologie
CS00005553,URO,Rapportage nav eerste polikliniekbezoek/nieuwe patient
CS00009991,URO,Rapportage nav eerste polikliniekbezoek/nieuwe patient
CS00004855,URO,Reactie medicatie
CS00010359,URO,Rechter nier
CS00003428,URO,Rechts
CS00000626,URO,Rectaal toucher
CS00010515,URO,Rectaal toucher
CS00007680,URO,Rectum
CS00039810,URO,Reeds verrichte onderzoeken
CS00030143,URO,Refertilisatiewens
CS00007677,URO,Residu
CS00030451,URO,Revisie katheter
CS00034657,URO,Roodheid
CS00035822,URO,Routebriefje
CS00000628,URO,Rug
CS00058045,URO,Sacrale neuromodulatie
1000012322,URO,Samenvatting
CS00028318,URO,Scoperegistratie
1000013764,URO,Scoringsformulier incontinentie
CS00001027,URO,Screeningsverzoek
CS00010446,URO,Scrotale afwijking
CS00001029,URO,Scrotum
CS00003424,URO,Scrotum
CS00003425,URO,Scrotum inspectie
CS00003426,URO,Scrotum palpatie
CS00004850,URO,Secundair
CS00014868,URO,SEH Consult Urologie
CS00017012,URO,Seksualiteit
CS00039817,URO,Seksualiteit
CS00039750,URO,Seksuele anamnese
CS00001024,URO,Seksuele dysfunctie
CS00007629,URO,Seksuele dysfunctie
CS00039302,URO,Seksuele dysfunctie
CS00039812,URO,Slechtnieuwsgesprek
CS00024655,URO,Soort antistolling
CS00024656,URO,Soort antistolling
CS00032042,URO,SPC
CS00000610,URO,Speciële anamnese
CS00006751,URO,Speciële anamnese
CS00010452,URO,Spina Bifida
CS00010455,URO,Spina bifida
CS00058436,URO,Steen
CS00058326,URO,Steenkarakteristieken
CS00058432,URO,Steenstatus einde operatie
CS00030449,URO,Steenvergruizer
CS00031320,URO,Steenvergruizer
CS00031319,URO,Steenvergruizer trigger
CS00001028,URO,Sterilisatieverzoek
CS00007634,URO,Sterilisatieverzoek
CS00017009,URO,Stoelgang
CS00010522,URO,stresstest
CS00032627,URO,Taken verricht
CS00047479,URO,TCC locatie
CS00010518,URO,Tekening
CS00000633,URO,Telefonisch consult
CS00030668,URO,Telefonisch contact verpleegkundige
CS00045518,URO,Testiscarcinoom
CS00039784,URO,Therapie
CS00000624,URO,Thorax
CS00039751,URO,TNM Prostaatcentrum
CS00004849,URO,Toelichting hesitatie
CS00004848,URO,Toelichting onderbroken straal
CS00030671,URO,Toestemming
CS00001033,URO,Torsio testis anamnese
CS00000611,URO,Tractus
CS00000612,URO,Tractus Circulatorius
CS00000614,URO,Tractus Digestivus
CS00000616,URO,Tractus Genitalia
CS00000617,URO,Tractus Locomotorius
CS00000613,URO,Tractus Respiratorius
CS00000615,URO,Tractus Urogenitalis
CS00008731,URO,Transurethale blaasresectie
CS00034661,URO,Trauma
CS00040874,URO,Trus afbeelding
CS00039759,URO,TRUS verslag / Prostaatwijzer
CS00047461,URO,TURblaas Operatieverslag
CS00032197,URO,Tweede mictiefase
CS00032196,URO,Tweede vulfase
CS00017700,URO,UDO
CS00017701,URO,UDO
CS00032192,URO,UDO
CS00032193,URO,UDO
CS00032198,URO,UDO Conclusie
CS00007611,URO,Uitgebreid verslag Genitalia Externa URO
CS00007605,URO,Uitgebreid verslag RT URO
CS00008672,URO,Uitslag testen voorafgaand aan polikliniekbezoek
CS00039774,URO,Uitwerking biopten
CS00010462,URO,UPJ-stenose
CS00032618,URO,Urethrascopie aanvraag
CS00007676,URO,Uretrocele
CS00017006,URO,Urineverlies
CS00017011,URO,Urineverlies en/of verzakking en/of problemen
CS00008666,URO,Urineverlies overdag
CS00008668,URO,Urineweginfecties
CS00004087,URO,URO Afwijkend echopatroon
CS00004084,URO,URO Afwijkende consitentie
CS00032061,URO,URO AO Verdenking maligniteit (echo)
CS00024143,URO,URO Blaasspoeling
1000011722,URO,URO Continentie Anamnese
CS00004088,URO,URO Cyste
CS00007690,URO,URO Cystoscopie (trigger)
CS00031671,URO,URO Dilatatie
CS00019191,URO,URO Echo blaas (trigger)
CS00031667,URO,URO Echo perineum
CS00019192,URO,URO Echo Scrotum (trigger)
CS00045011,URO,URO echo transvaginaal
CS00007688,URO,URO Echografisch onderzoek bij urge- en incont.klachten (trigger)
CS00019189,URO,URO Flowmetrie (trigger)
CS00032620,URO,URO Grabben
CS00031668,URO,URO KCl-test
CS00007654,URO,URO KIN Zorgvraag Aangeboren afwijking externe genitaliën
CS00007656,URO,URO KIN Zorgvraag Aangeboren afwijking interne genitaliën
CS00007657,URO,URO KIN Zorgvraag Aangeboren afwijking urinewegen
CS00007648,URO,URO KIN Zorgvraag Antenatale pathologie
CS00007650,URO,URO KIN Zorgvraag Catheterisatie verzoek
CS00007667,URO,URO KIN Zorgvraag Enuresis
CS00007662,URO,URO KIN Zorgvraag Geslachtsdifferentiatie
CS00007660,URO,URO KIN Zorgvraag Incontinentie
CS00007658,URO,URO KIN Zorgvraag Oncologie
CS00007659,URO,URO KIN Zorgvraag Penis pathologie
CS00007661,URO,URO KIN Zorgvraag Scrotum-/ Lies pathlogie
CS00007663,URO,URO KIN Zorgvraag Sterilisatie verzoek
CS00007664,URO,URO KIN Zorgvraag Urine retentie
CS00007665,URO,URO KIN Zorgvraag UWI
CS00045015,URO,URO kweken
CS00045012,URO,URO laboratorium
1000000831,URO,URO loopkaart algemeen
CS00019193,URO,URO Mictielijst (trigger)
CS00004079,URO,URO Nierecho - Stenen
CS00007691,URO,URO Nierecho verslag (trigger)
CS00004085,URO,URO Nodus
CS00030192,URO,URO overig (tirgger)
CS00045010,URO,URO Pathologie
CS00007514,URO,URO Poli VPK
CS00007689,URO,URO Prostaat echografieverslag
CS00007687,URO,URO Prostaatechografie (trigger)
1000011391,URO,URO Rode kaart Prostaatcarcinoom Active Surveillance
1000010929,URO,URO Rode kaart Prostaatcarcinoom Radicale Prostatectomie
1000011201,URO,URO Rode kaart Prostaatcarcinoom Radiotherapie Prostaat
1000011187,URO,URO Rode kaart Prostaatcarcinoom Watchful waiting
1000006987,URO,URO SEH Consult
CS00019188,URO,URO UDO (trigger)
CS00045510,URO,URO urologische tumoren - aanvullende informatie
CS00004086,URO,URO Verdenking maligniteit
CS00019194,URO,URO XAPG (trigger)
CS00031669,URO,URO XCG
CS00031670,URO,URO XMCG
CS00019195,URO,URO XMCUG (trigger)
CS00019196,URO,URO XRPG (trigger)
CS00019197,URO,URO XRUG (trigger)
CS00017586,URO,URO Zorgvraag Buikpijn
CS00007507,URO,URO Zorgvraag Hematurie
CS00001025,URO,URO Zorgvraag Hemospermie
CS00007512,URO,URO Zorgvraag Infertiliteit
CS00007506,URO,URO Zorgvraag Kolieken
CS00031650,URO,URO Zorgvraag Nierdonorschap
CS00007495,URO,URO Zorgvraag UWI
CS00031322,URO,Urodynamisch onderzoek
CS00031321,URO,Urodynamisch onderzoek (trigger)
CS00001014,URO,Urologie export bestand zorgvragen
CS00039790,URO,Urologisch relevante voorgeschiedenis
CS00030142,URO,Urologisch vaginaal onderzoek
CS00045516,URO,Urotheel carcinoom van de blaas
CS00001017,URO,UWI
CS00007513,URO,UWI
CS00030456,URO,Vacuümpomp
CS00058443,URO,Vasectomie (portaal)
CS00004089,URO,Verdenking maligniteit (echo)
CS00007630,URO,Verhoogd PSA
CS00001026,URO,Verhoogde PSA
CS00005555,URO,Verloop klinische training (op Dolfijn)
CS00008729,URO,Verslag - Urologie
CS00039258,URO,Verslag DA/VPK
CS00043663,URO,Verslag functieonderzoek
CS00043662,URO,Verslag verrichting
CS00039809,URO,Vervolgconsult
CS00000607,URO,Verwijsgegevens
CS00039805,URO,Voorbereiding behandeling
CS00039259,URO,Voorbereiding vervolgconsult
CS00005558,URO,Voortgangs-/beeindiging behandeling rapportage
CS00010000,URO,Voortgangsrapport / rapportage beeindiging behandeling
CS00048317,URO,Vrouw
CS00010656,URO,VUR
CS00034658,URO,Warmte
CS00007621,URO,WHOPSS
CS00019200,URO,XAPG
CS00028354,URO,XBOZ
CS00028355,URO,XBOZ
CS00031674,URO,XCG
CS00031675,URO,XMCG
CS00019201,URO,XMCUG
CS00019202,URO,XRPG
CS00019203,URO,XRUG
CS00007673,URO,Zichtbare ureteren
CS00007675,URO,Zichtbare ureteren links
CS00007674,URO,Zichtbare ureteren rechts
CS00039387,URO,Zorgvraag Buikpijn
CS00031949,URO,Zwangerschap
CS00001030,URO,Zwelling
CS00010448,URO,Zwelling
CS00010819,URO,Zwelling
CS00035606,UROBLAAS,Blaasinstillatie
CS00052993,UROBLAAS,Blaasinstillatie V2
CS00053074,UROBLAAS,Gezondheidsvragenlijst Blaasinstillatie
CS00035337,UROBLAAS,High Risk BCG 1 jaar (alles met G3 en/of CIS)
CS00039740,UROBLAAS,High Risk BCG 1 jaar (alles met G3 en/of CIS)
CS00035346,UROBLAAS,High Risk BCG 3 jaar (alles met G3 en/of CIS)
CS00035356,UROBLAAS,High Risk GCB (alles met G3 en/of CIS)
CS00039448,UROBLAAS,"Intermediate risk 23 (pTa-1G2, recidief, pTaG1, alles met EPI en/of MITO)"
CS00035332,UROBLAAS,"Intermediate risk 9 (pTa-1G2, recidief, pTaG1, alles met EPI en/of MITO)"
CS00035330,UROBLAAS,Low Risk (solitair pTaG1)
CS00040641,UROBLAAS,Low Risk (Solitair pTaG1)
CS00039368,UROBLAAS,Mitomycine / Epirubicine
CS00039442,UROBLAAS,Niet oncologische instillatie
CS00052995,UROBLAAS,Patiënt vragenlijst blaasinstillatie
CS00039437,UROBLAAS,Synergo Ablatief
CS00039436,UROBLAAS,Synergo Preventief
CS00040250,UROBLAAS,Synergo Preventief/Ablatief 2e jaar
CS00052994,UROBLAAS,Toedienen kuur
CS00039441,UROBLAAS,Vrije instillatie
CS00045707,UROBLAAS,Vrije instillatie (uitgebreid)
CS00045709,UROBLAAS,Vrije instillatie +10
CS00045708,UROBLAAS,Vrije instillatie hoofdlijst
CS00015286,VAA,Aanvullend onderzoek
CS00035138,VAA,Aanvullend onderzoek
CS00015279,VAA,Abdomen
CS00015275,VAA,Algemeen
CS00046972,VAA,Anamnese aneurysma
CS00046975,VAA,Anamnese carotis
CS00046976,VAA,Anamnese darmischemie
CS00015264,VAA,Anamnese en specieel onderzoek
CS00034584,VAA,Anamnese en specieel onderzoek
CS00034589,VAA,Anamnese en specieel onderzoek
CS00015292,VAA,Anamnese PAOD
CS00046974,VAA,Anamnese PAOD arm
CS00046973,VAA,Anamnese PAOD been
CS00023323,VAA,Anamnese Raynaud
CS00046977,VAA,Anamnese Raynaud
CS00023324,VAA,Anamnese TOCS
CS00046978,VAA,Anamnese TOCS
CS00046979,VAA,Anamnese toegangschirurgie
CS00046980,VAA,Anamnese veneuze ziekten
CS00015330,VAA,Aneurysma
CS00015335,VAA,Aneurysma
CS00036770,VAA,Aneurysma
CS00036763,VAA,Aneurysma (postoperatief)
CS00024820,VAA,Angiografie
CS00024832,VAA,Angiografie
CS00015315,VAA,Aorta abdominalis infrarenaal
CS00015316,VAA,Aorta abdominalis infrarenaal
CS00015305,VAA,Aorta abdominalis suprarenaal
CS00015306,VAA,Aorta abdominalis suprarenaal
CS00015301,VAA,Aorta thoracalis ascendens
CS00015302,VAA,Aorta thoracalis ascendens
CS00015303,VAA,Aorta thoracalis descendens
CS00015304,VAA,Aorta thoracalis descendens
CS00023257,VAA,Arterieel
CS00024814,VAA,Arterieel
CS00023254,VAA,Arterieel R/L
CS00023259,VAA,Arterieel Rechts/Links
CS00024826,VAA,Arteriele duplex
CS00015299,VAA,Axilairis
CS00015300,VAA,Axilairis
CS00015277,VAA,Bovenste extremiteiten
CS00029970,VAA,Bovenste extremiteiten - Onderzoek
CS00016015,VAA,brachialis
CS00016029,VAA,Brachialis
CS00015332,VAA,Carotis
CS00015333,VAA,Carotis
CS00036766,VAA,Carotis
CS00037919,VAA,Carotis
CS00036764,VAA,Carotis (postoperatief)
CS00015293,VAA,Carotis communis
CS00015296,VAA,Carotis communis
CS00016155,VAA,Carotis externa
CS00016156,VAA,Carotis externa
CS00016153,VAA,Carotis interna
CS00016154,VAA,Carotis interna
CS00015339,VAA,CEAP classificatie
CS00015340,VAA,CEAP classificatie
CS00033478,VAA,CEAP Classificatie Beiderzijds
CS00033476,VAA,CEAP classificatie links
CS00033477,VAA,CEAP classificatie rechts
CS00029931,VAA,Checklist secretaresse
CS00037253,VAA,Claudicatie aneurysma
CS00015287,VAA,Conclusie en beleid
CS00034585,VAA,Conclusie en beleid
CS00034590,VAA,Conclusie en beleid
CS00015261,VAA,Consult
CS00024812,VAA,CTA
CS00024824,VAA,CTA
CS00024811,VAA,CT-blanco
CS00024822,VAA,CT-blanco
CS00016352,VAA,CT-scan
CS00016353,VAA,CT-scan
CS00033396,VAA,cyanose
CS00037166,VAA,Darmischemie
CS00037196,VAA,Darmischemie
CS00037201,VAA,Darmischemie
CS00037200,VAA,Darmischemie postoperatief
CS00015381,VAA,Decursus
CS00023301,VAA,Diabetische voet
CS00037912,VAA,Diabetische voet (anamnese)
CS00015361,VAA,Diabetische voetklachten
CS00015362,VAA,Diabetische voetklachten
CS00036781,VAA,Diabetische voetklachten
CS00036775,VAA,Diabetische voetklachten postoperatief
CS00030001,VAA,Doppler in rust
CS00030003,VAA,Doppler in rust
CS00030004,VAA,Doppler in rust
CS00024817,VAA,Doppler looptest -
CS00024829,VAA,Doppler looptest -
CS00024816,VAA,Doppler looptest +
CS00024828,VAA,Doppler looptest +
CS00030002,VAA,Doppler met inspanning
CS00030005,VAA,Doppler met inspanning
CS00015323,VAA,Dorsalis pedis
CS00015324,VAA,Dorsalis pedis
CS00023312,VAA,Duplex Arterieel
CS00022792,VAA,Duplex onderzoek
CS00023193,VAA,Duplex onderzoek
CS00023194,VAA,Duplex onderzoek
CS00046139,VAA,Duplex pre-shunt
CS00023311,VAA,Duplex Veneus
CS00053830,VAA,E/A Index (na inspanning)
CS00015291,VAA,E/A Index (rust)
CS00036810,VAA,E/A Links
CS00036809,VAA,E/A Rechts
CS00016354,VAA,ECG
CS00016355,VAA,ECG
CS00016357,VAA,Echografie
CS00016358,VAA,Echografie
CS00033388,VAA,"Eczeem,jeuk,schilfering"
CS00016359,VAA,EEG
CS00016361,VAA,EEG
CS00016362,VAA,EMG
CS00016364,VAA,EMG
CS00016366,VAA,Endoscopie
CS00016367,VAA,Endoscopie
CS00031177,VAA,Endoveneuze laser therapie
CS00036807,VAA,Enkel/arm index
CS00031187,VAA,EVLT VSM Algemeen
CS00031188,VAA,EVLT VSM algemeen
CS00031186,VAA,EVLT VSM Links
CS00031189,VAA,EVLT VSM links
CS00031185,VAA,EVLT VSM Rechts
CS00031190,VAA,EVLT VSM rechts
CS00031183,VAA,EVLT VSP Algemeen
CS00031184,VAA,EVLT VSP algemeen
CS00031180,VAA,EVLT VSP Links
CS00031182,VAA,EVLT VSP links
CS00031179,VAA,EVLT VSP Rechts
CS00031181,VAA,EVLT VSP rechts
CS00015265,VAA,Familieanamnese
CS00015319,VAA,Femoralis communis
CS00015320,VAA,Femoralis communis
CS00016160,VAA,Femoralis profunda
CS00016161,VAA,Femoralis profunda
CS00016162,VAA,Femoralis superficialis
CS00016163,VAA,Femoralis superficialis
CS00033463,VAA,Fontaine anders
CS00033458,VAA,Fontaine I
CS00033459,VAA,Fontaine IIa
CS00033460,VAA,Fontaine IIb
CS00033461,VAA,Fontaine III
CS00033462,VAA,Fontaine IV
CS00033482,VAA,Fontaine zijde
CS00015282,VAA,Genitalia
CS00037199,VAA,Gewichtsverlies darmischemie
CS00023306,VAA,Handen links
CS00023307,VAA,Handen rechts
CS00015276,VAA,Hoofd/hals
CS00033677,VAA,Huidafwijking anders nl
CS00033392,VAA,huiddefecten
CS00015317,VAA,Iliaca
CS00015318,VAA,Iliaca
CS00033391,VAA,kalknagels
CS00016368,VAA,Kweek
CS00016369,VAA,Kweek
CS00016370,VAA,Lab
CS00016371,VAA,Lab
CS00015274,VAA,Lichamelijk onderzoek
CS00047925,VAA,Lichamelijk onderzoek bovenste extremiteiten
CS00047927,VAA,Lichamelijk onderzoek diabetische voet
CS00047926,VAA,Lichamelijk onderzoek onderste extremiteiten
CS00023256,VAA,Links
CS00029972,VAA,Links
CS00029977,VAA,Links
CS00030007,VAA,Links
CS00016158,VAA,Mesenterica inferior
CS00016159,VAA,Mesenterica inferior
CS00015309,VAA,Mesenterica superior
CS00015310,VAA,Mesenterica superior
CS00023267,VAA,moe/zwaar gevoel in de benen
CS00024813,VAA,MRA
CS00024825,VAA,MRA
CS00016372,VAA,MRI
CS00016373,VAA,MRI
CS00033398,VAA,necrose
CS00016374,VAA,Nucleair onderzoek
CS00016375,VAA,Nucleair onderzoek
CS00015284,VAA,Onderste extremiteiten
CS00029973,VAA,Onderste extremiteiten - Arterieel onderzoek
CS00030008,VAA,Onderzoek
CS00017196,VAA,Opdrachten aan verpleegkundigen
CS00031192,VAA,Overig
CS00016384,VAA,Overig onderzoek
CS00016385,VAA,Overig onderzoek
CS00015327,VAA,Overige arteriën
CS00015328,VAA,Overige arteriën
CS00016376,VAA,PA
CS00016377,VAA,PA
CS00015334,VAA,PAOD
CS00036680,VAA,PAOD arm
CS00036690,VAA,PAOD arm
CS00036759,VAA,PAOD arm
CS00036760,VAA,PAOD arm
CS00036681,VAA,PAOD been
CS00036705,VAA,PAOD been
CS00036733,VAA,PAOD been
CS00036735,VAA,PAOD been
CS00015329,VAA,PAOD Classificatie
CS00036724,VAA,PAOD Duplex Links
CS00036723,VAA,PAOD Duplex Rechts
CS00036746,VAA,PAOD vingerdruk
CS00036748,VAA,PAOD vingerdruk links
CS00036747,VAA,PAOD vingerdruk rechts
CS00037250,VAA,PAOD-arm
CS00037252,VAA,PAOD-arm CTA/MRA linker arm
CS00037251,VAA,PAOD-arm CTA/MRA rechter arm
CS00036722,VAA,PAOD-arm duplex
CS00033397,VAA,pending rubor
CS00016168,VAA,Peronea
CS00016169,VAA,Peronea
CS00016378,VAA,PET-CT
CS00016379,VAA,PET-CT
CS00033389,VAA,pigmentaties
CS00023268,VAA,pijn in de benen
CS00015321,VAA,Poplitea
CS00015322,VAA,Poplitea
CS00024821,VAA,PTA
CS00024833,VAA,PTA
CS00024834,VAA,PVR / EA-index
CS00023261,VAA,PVR / EA-index onderzoek
CS00016021,VAA,Radialis
CS00016030,VAA,Radialis
CS00023305,VAA,Raynaud
CS00033707,VAA,Raynaud
CS00036784,VAA,Raynaud
CS00036779,VAA,Raynaud postoperatief
CS00023255,VAA,Rechts
CS00029971,VAA,Rechts
CS00029974,VAA,Rechts
CS00030006,VAA,Rechts
CS00015280,VAA,Rectaal toucher
CS00015311,VAA,Renalis
CS00015312,VAA,Renalis
CS00015290,VAA,Risicofactoren
CS00036719,VAA,Risicofactoren aneurysma
CS00036769,VAA,Risicofactoren aneurysma
CS00046969,VAA,Risicofactoren arterieel
CS00035141,VAA,Risicofactoren carotis
CS00037195,VAA,Risicofactoren darmischemie
CS00035143,VAA,Risicofactoren PAOD
CS00036691,VAA,Risicofactoren PAOD arm
CS00036707,VAA,Risicofactoren PAOD been
CS00037224,VAA,Risicofactoren toegangschirurgie
CS00046970,VAA,Risicofactoren veneus
CS00037159,VAA,Risicofactoren veneuze ziekten
CS00016380,VAA,Röntgen
CS00016381,VAA,Röntgen
CS00015283,VAA,Rug
CS00033465,VAA,Rutherford 0
CS00033466,VAA,Rutherford 1
CS00033467,VAA,Rutherford 2
CS00033468,VAA,Rutherford 3
CS00033469,VAA,Rutherford 4
CS00033470,VAA,Rutherford 5
CS00033471,VAA,Rutherford 6
CS00033483,VAA,Rutherford zijde
CS00015266,VAA,Speciële anamnese
CS00034586,VAA,Speciële anamnese
CS00034591,VAA,Speciële anamnese
CS00015297,VAA,Subclavia
CS00015298,VAA,Subclavia
CS00033390,VAA,subcutane sclerose
CS00024818,VAA,Teendruk
CS00024830,VAA,Teendruk
CS00015278,VAA,Thorax
CS00016164,VAA,Tibialis anterior
CS00016165,VAA,Tibialis anterior
CS00015325,VAA,Tibialis posterior
CS00015326,VAA,Tibialis posterior
CS00023304,VAA,TOCS
CS00036783,VAA,TOCS
CS00036777,VAA,TOCS postoperatief
CS00015366,VAA,Toegangschirurgie
CS00015367,VAA,Toegangschirurgie
CS00023299,VAA,Toegangschirurgie
CS00036782,VAA,Toegangschirurgie
CS00036776,VAA,Toegangschirurgie postoperatief
CS00031176,VAA,Triggerlijst EVLT
CS00031191,VAA,Triggerlijst Overig
CS00015307,VAA,Truncus coeliacus
CS00015308,VAA,Truncus coeliacus
CS00016166,VAA,Truncus tibioperonealis
CS00016167,VAA,Truncus tibioperonealis
CS00033393,VAA,ulcuscruris
CS00016032,VAA,Ulnaris
CS00016034,VAA,Ulnaris
ZH00000624,VAA,VAA - Anamnese
ZH00000625,VAA,VAA - Lichamelijk onderzoek
ZH00000623,VAA,VAA - Thoracic Outlet Syndrom
ZH00000672,VAA,VAA - Verwijsgegevens
CS00033472,VAA,VAA Conclusie Aneurysma
CS00033473,VAA,VAA Conclusie Carotisstenose
CS00033479,VAA,VAA Conclusie Diabetes voet
CS00033457,VAA,VAA Conclusie Fontaine
CS00033464,VAA,VAA Conclusie Rutherford
CS00033480,VAA,VAA Conclusie TASC
CS00033481,VAA,VAA Conclusie TASC FemDist
CS00033474,VAA,VAA Conclusie Varices
CS00054760,VAA,VAA E/A index
CS00054763,VAA,VAA E/A index ADP
CS00054761,VAA,VAA E/A index ATP
CS00057372,VAA,VAA E/A index links
CS00054764,VAA,VAA E/A index na inspanning
CS00057373,VAA,VAA E/A Index na inspanning
CS00057375,VAA,VAA E/A index na inspanning links
CS00057374,VAA,VAA E/A index na inspanning rechts
CS00057371,VAA,VAA E/A index rechts
CS00033598,VAA,VAA Fontaine beiderzijds
CS00023222,VAA,VAA LO Arterieel
CS00023253,VAA,VAA LO Arterieel
CS00033602,VAA,VAA Rutherford beiderzijds
CS00037223,VAA,Vaat-acces anamnese
CS00037226,VAA,Vaat-acces anamnese post-operatief
CS00015337,VAA,Varices
CS00033394,VAA,varices
CS00029722,VAA,Veneus
CS00024815,VAA,Veneuze duplex
CS00024827,VAA,Veneuze duplex
CS00037242,VAA,Veneuze duplex
CS00037244,VAA,Veneuze duplex links
CS00037243,VAA,Veneuze duplex rechts
CS00015338,VAA,Veneuze ziekten
CS00036780,VAA,Veneuze ziekten
CS00036774,VAA,Veneuze ziekten postoperatief
CS00043715,VAA,Verslag functieonderzoek
CS00043717,VAA,Verslag verrichting
CS00031175,VAA,Verslaglegging POK vaatchirurgie
CS00016033,VAA,Vertebralis
CS00016035,VAA,Vertebralis
CS00015263,VAA,Verwijsgegevens
CS00024819,VAA,Vingerdruk
CS00024831,VAA,Vingerdruk
CS00015313,VAA,Visceraal
CS00015314,VAA,Visceraal
CS00029871,VAA,Vitale functies
CS00023308,VAA,Voeten links
CS00023310,VAA,Voeten rechts
CS00058423,VAATC,a. peronea prox li
CS00058424,VAATC,a. peronea prox li extra onderzoeksregel 1
CS00058425,VAATC,a. peronea prox li extra onderzoeksregel 2
CS00058397,VAATC,a. peronea prox re
CS00058398,VAATC,a. peronea prox re extra onderzoeksregel 1
CS00058399,VAATC,a. peronea prox re extra onderzoeksregel 2
CS00059351,VAATC,a. pop dist li exra onderzoeksregel 1
CS00059352,VAATC,a. pop dist li exra onderzoeksregel 2
CS00059345,VAATC,a. pop dist re extra onderzoeksregel 1
CS00059346,VAATC,a. pop dist re extra onderzoeksregel 2
CS00059349,VAATC,a. pop mid li exra onderzoeksregel 1
CS00059350,VAATC,a. pop mid li exra onderzoeksregel 2
CS00059343,VAATC,a. pop mid re extra onderzoeksregel 1
CS00059344,VAATC,a. pop mid re extra onderzoeksregel 2
CS00059347,VAATC,a. pop prox li exra onderzoeksregel 1
CS00059348,VAATC,a. pop prox li exra onderzoeksregel 2
CS00059341,VAATC,a. pop prox re extra onderzoeksregel 1
CS00059342,VAATC,a. pop prox re extra onderzoeksregel 2
CS00050778,VAATC,A. Renalis
CS00046961,VAATC,A.Renalis links
CS00046959,VAATC,A.Renalis rechts
CS00048530,VAATC,Afbeelding
CS00058486,VAATC,Afbeelding
CS00058514,VAATC,Afbeelding
CS00058378,VAATC,Afbeelding cruraal
CS00049819,VAATC,AIC/AII links
CS00049818,VAATC,AIC/AII rechts
CS00054923,VAATC,AII li extra regel
CS00054920,VAATC,AII re  extra regel
CS00059112,VAATC,AMS mid extra onderzoeksregel 1
CS00059113,VAATC,AMS mid extra onderzoeksregel 2
CS00049814,VAATC,Anastomose links
CS00049813,VAATC,Anastomose rechts
CS00029858,VAATC,Aneurysma
CS00029859,VAATC,Aneurysma
CS00050779,VAATC,Aneurysma
CS00029860,VAATC,Aneurysma - Centraal
CS00029862,VAATC,Aneurysma - Links
CS00029861,VAATC,Aneurysma - Rechts
CS00048062,VAATC,Aorta AAA
CS00048207,VAATC,Aorta AAA extra regel
CS00029824,VAATC,Aorto iliacaal
CS00029825,VAATC,Aorto iliacaal
CS00029829,VAATC,Aorto iliacaal - Centraal
CS00029828,VAATC,Aorto iliacaal - Links
CS00029827,VAATC,Aorto iliacaale - Rechts
CS00046556,VAATC,Aorto prox/mid/dist
CS00058971,VAATC,Aorto prox/mid/dist extra onderzoeksregel 1
CS00058972,VAATC,Aorto prox/mid/dist extra onderzoeksregel 2
CS00050780,VAATC,Aortoiliacaal
CS00047791,VAATC,Aortoiliacaal extra onderzoeksregel links
CS00047790,VAATC,Aortoiliacaal extra onderzoeksregel rechts
CS00046558,VAATC,Aortoiliacaal Links
CS00046557,VAATC,Aortoiliacaal Rechts
CS00048455,VAATC,Arm/arm-index
CS00048454,VAATC,Armdrukken
CS00048071,VAATC,Arterie links TCD
CS00048070,VAATC,Arterie rechts TCD
CS00049871,VAATC,Arterieel extra onderzoeksregel links
CS00048074,VAATC,Arterieel extra onderzoeksregel rechts
CS00048467,VAATC,Arterieel li 2 - oud
CS00048464,VAATC,Arterieel li extra onderzoeksregel
CS00048463,VAATC,Arterieel li extra onderzoeksregel 1 - oud
CS00047256,VAATC,Arterieel links
CS00052771,VAATC,Arterieel links
CS00048458,VAATC,Arterieel links - oud
CS00052046,VAATC,Arterieel links extra
CS00052872,VAATC,Arterieel links volumeflow
CS00048466,VAATC,Arterieel re 2 - oud
CS00048461,VAATC,Arterieel re extra onderzoeksregel
CS00048460,VAATC,Arterieel re extra onderzoeksregel 1 - oud
CS00052769,VAATC,Arterieel re extra regel
CS00047252,VAATC,Arterieel rechts
CS00052766,VAATC,Arterieel rechts
CS00048456,VAATC,Arterieel rechts - oud
CS00052045,VAATC,Arterieel rechts extra
CS00052801,VAATC,Arterieel rechts volumeflow
CS00058402,VAATC,ATA prox li
CS00058403,VAATC,ATA prox li extra onderzoeksregel 1
CS00058404,VAATC,ATA prox li extra onderzoeksregel 2
CS00058391,VAATC,ATA prox re
CS00058392,VAATC,ATA prox re extra onderzoeksregel 1
CS00058393,VAATC,ATA prox re extra onderzoeksregel 2
CS00058420,VAATC,ATP prox li
CS00058421,VAATC,ATP prox li extra onderzoeksegel 1
CS00058422,VAATC,ATP prox li extra onderzoeksregel 2
CS00058394,VAATC,ATP prox re
CS00058395,VAATC,ATP prox re extra onderzoeksregel 1
CS00058396,VAATC,ATP prox re extra onderzoeksregel 2
CS00046302,VAATC,AV shunt
CS00058507,VAATC,Bovenarm 1 li extra onderzoeksregel 1
CS00058508,VAATC,Bovenarm 1 li extra onderzoeksregel 2
CS00058497,VAATC,Bovenarm 1 re extra onderzoeksregel 1
CS00058498,VAATC,Bovenarm 1 re extra onderzoeksregel 2
CS00058509,VAATC,Bovenarm 2 li extra onderzoeksregel 1
